,weight
24808,0.4946
24809,0.4117
24810,0.4621
24811,2.1194
24812,0.3645
24813,2.3365
24814,0.4619
24815,0.633
24816,0.7019
24817,0.4372
24818,0.3965
24819,0.6701
24820,2.221
24821,1.6597
24822,2.0872
24823,2.1726
24824,0.562
24825,1.7867
24826,0.54
24827,1.3399
24828,0.606
24829,0.6285
24830,2.0405
24831,0.4569
24832,0.4734
24833,1.9489
24834,0.7396
24835,0.504
24836,0.7123
24837,0.5161
24838,0.3399
24839,0.4267
24840,0.405
24841,1.6562
24842,0.4729
24843,0.6519
24844,1.7125
24845,2.0884
24846,0.4285
24847,0.6944
24848,0.3892
24849,0.7963
24850,0.6553
24851,1.9852
24852,0.6845
24853,0.3732
24854,0.3685
24855,0.3831
24856,0.3972
24857,0.5977
24858,0.4834
24859,0.5634
24860,0.3819
24861,2.3179
24862,0.6863
24863,0.4628
24864,2.2964
24865,0.6716
24866,0.5186
24867,1.4082
24868,0.3989
24869,0.5659
24870,0.4498
24871,1.8938
24872,0.5916
24873,0.5988
24874,1.7273
24875,0.3593
24876,2.2936
24877,2.0578
24878,2.1705
24879,0.4667
24880,2.2158
24881,1.8931
24882,0.5399
24883,0.3566
24884,1.8896
24885,0.737
24886,1.9714
24887,0.4995
24888,0.8228
24889,2.1022
24890,0.4673
24891,1.9749
24892,0.7919
24893,0.4027
24894,0.6239
24895,0.4624
24896,1.8488
24897,1.8455
24898,0.6602
24899,2.0521
24900,0.6562
24901,0.4055
24902,0.3662
24903,0.374
24904,2.0743
24905,0.3693
24906,0.4965
24907,0.4626
24908,0.36
24909,0.6953
24910,0.8759
24911,0.3498
24912,0.6041
24913,2.3189
24914,2.0677
24915,0.8509
24916,2.2622
24917,0.563
24918,0.564
24919,0.5725
24920,2.1518
24921,0.8391
24922,1.8357
24923,0.5895
24924,0.7019
24925,1.233
24926,1.9863
24927,2.1971
24928,1.9855
24929,0.75
24930,0.6898
24931,2.2992
24932,0.5013
24933,1.5743
24934,2.0791
24935,0.4733
24936,1.865
24937,0.6313
24938,0.8168
24939,2.0675
24940,1.6598
24941,0.4022
24942,0.8559
24943,0.565
24944,1.7707
24945,0.747
24946,0.7572
24947,0.8582
24948,0.4947
24949,0.6062
24950,0.6899
24951,0.5721
24952,0.6766
24953,1.393
24954,0.8222
24955,0.3975
24956,0.7902
24957,0.6769
24958,0.5086
24959,0.8053
24960,2.1762
24961,1.496
24962,0.4864
24963,0.5766
24964,0.4972
24965,0.7335
24966,0.4527
24967,0.5638
24968,1.9916
24969,2.0928
24970,0.3566
24971,2.2851
24972,1.6091
24973,0.5636
24974,0.7696
24975,1.9738
24976,0.7075
24977,0.6006
24978,0.6176
24979,0.5732
24980,2.3236
24981,2.2368
24982,1.2077
24983,2.0423
24984,1.8884
24985,0.6006
24986,0.5265
24987,1.7671
24988,0.6559
24989,0.5539
24990,0.503
24991,1.9461
24992,0.4734
24993,0.5181
24994,0.6702
24995,0.5752
24996,0.5473
24997,0.73
24998,0.7212
24999,0.5504
25000,0.5351
25001,0.6178
25002,0.3775
25003,0.3835
25004,2.2001
25005,0.359
25006,0.4656
25007,0.6117
25008,0.3673
25009,2.3097
25010,1.8451
25011,1.4124
25012,1.898
25013,0.6615
25014,1.9075
25015,0.8257
25016,0.8278
25017,0.4209
25018,1.9887
25019,0.4223
25020,0.4532
25021,0.623
25022,1.7024
25023,0.3814
25024,1.7507
25025,0.5436
25026,2.2475
25027,0.4771
25028,1.9551
25029,0.5675
25030,0.4238
25031,0.7523
25032,0.4826
25033,0.6301
25034,0.3846
25035,1.8091
25036,0.4787
25037,2.0293
25038,0.4393
25039,0.7036
25040,0.6037
25041,0.5904
25042,0.5442
25043,0.555
25044,0.798
25045,0.4596
25046,1.3984
25047,0.3588
25048,0.3766
25049,2.0794
25050,0.4896
25051,0.5997
25052,0.8131
25053,0.7061
25054,0.5438
25055,0.6651
25056,0.3994
25057,0.408
25058,0.3822
25059,0.6022
25060,0.736
25061,2.3667
25062,0.4508
25063,0.7796
25064,1.7254
25065,2.1679
25066,0.6909
25067,0.6446
25068,0.3698
25069,2.2531
25070,1.8941
25071,0.6776
25072,1.8809
25073,0.7744
25074,1.5994
25075,0.3517
25076,0.4776
25077,0.374
25078,0.462
25079,2.028
25080,2.1087
25081,0.3626
25082,0.8627
25083,0.3983
25084,0.4648
25085,0.6813
25086,2.2324
25087,1.9384
25088,0.6458
25089,0.5159
25090,0.4361
25091,0.6751
25092,0.6917
25093,0.4306
25094,0.4055
25095,0.4013
25096,0.6594
25097,0.6932
25098,1.4877
25099,0.5358
25100,0.5898
25101,0.3911
25102,0.4412
25103,2.1753
25104,0.5244
25105,1.9366
25106,0.5057
25107,0.3462
25108,1.652
25109,2.1617
25110,0.4376
25111,1.9852
25112,0.4479
25113,0.6669
25114,0.7491
25115,0.3719
25116,0.3477
25117,1.2842
25118,0.7511
25119,0.4221
25120,1.8984
25121,2.2369
25122,1.9751
25123,0.4532
25124,0.5182
25125,0.4046
25126,0.6507
25127,0.4466
25128,0.794
25129,0.3848
25130,1.9347
25131,2.0337
25132,1.6158
25133,0.4843
25134,1.6108
25135,0.7101
25136,0.475
25137,2.0552
25138,0.4707
25139,0.6641
25140,1.3859
25141,0.4206
25142,0.3747
25143,1.3506
25144,0.4358
25145,1.9326
25146,0.4395
25147,1.5291
25148,0.5256
25149,2.3954
25150,0.4267
25151,1.8817
25152,0.4518
25153,0.762
25154,0.7678
25155,1.9918
25156,0.404
25157,0.5613
25158,0.3587
25159,1.9956
25160,0.7163
25161,0.4017
25162,1.0706
25163,0.6082
25164,0.7112
25165,1.5934
25166,1.5634
25167,0.7384
25168,0.4548
25169,0.8383
25170,0.3722
25171,0.5196
25172,0.4598
25173,0.7617
25174,0.4658
25175,1.8161
25176,0.5977
25177,0.4207
25178,0.4431
25179,2.0472
25180,2.232
25181,0.3824
25182,2.1189
25183,0.4105
25184,0.5592
25185,0.3627
25186,0.6323
25187,0.6567
25188,0.4533
25189,0.7045
25190,0.7057
25191,0.3501
25192,0.3515
25193,0.4507
25194,2.3619
25195,0.4929
25196,0.3744
25197,1.6138
25198,0.676
25199,0.5725
25200,1.9054
25201,1.7498
25202,0.9902
25203,2.1522
25204,2.3635
25205,0.6174
25206,0.606
25207,0.3854
25208,0.7126
25209,0.7414
25210,0.3722
25211,2.2757
25212,2.1429
25213,0.8402
25214,0.7356
25215,0.8473
25216,0.4195
25217,0.4292
25218,0.6002
25219,0.506
25220,0.6832
25221,0.5225
25222,1.6028
25223,0.3994
25224,0.6516
25225,0.353
25226,2.1413
25227,2.0535
25228,0.5519
25229,2.3151
25230,2.1195
25231,0.3511
25232,1.9469
25233,0.7529
25234,1.6057
25235,1.2356
25236,0.3226
25237,0.4989
25238,0.4251
25239,0.4957
25240,0.5718
25241,1.8689
25242,1.2154
25243,0.4252
25244,0.4309
25245,0.5431
25246,0.4995
25247,1.7802
25248,2.1818
25249,0.6388
25250,0.649
25251,2.3182
25252,0.8122
25253,0.4336
25254,2.3025
25255,2.0655
25256,0.3889
25257,0.6475
25258,0.6467
25259,0.4102
25260,0.7107
25261,0.4883
25262,0.3336
25263,2.1288
25264,1.653
25265,0.4087
25266,0.5087
25267,1.2288
25268,0.5091
25269,0.41
25270,0.5048
25271,0.6455
25272,1.9938
25273,0.52
25274,0.5429
25275,1.5798
25276,0.6407
25277,2.154
25278,2.1229
25279,2.1224
25280,0.4116
25281,1.9845
25282,0.4752
25283,1.6467
25284,0.636
25285,2.1727
25286,0.5236
25287,0.5705
25288,0.4815
25289,0.3842
25290,0.3418
25291,2.1382
25292,0.7581
25293,1.5136
25294,0.7121
25295,0.3456
25296,0.3954
25297,1.9859
25298,0.3912
25299,1.6851
25300,0.4425
25301,1.9753
25302,1.6837
25303,2.2967
25304,1.2017
25305,1.793
25306,1.5708
25307,0.7343
25308,0.4533
25309,0.4121
25310,1.964
25311,0.5524
25312,0.428
25313,0.6147
25314,0.4218
25315,1.9916
25316,2.19
25317,0.5025
25318,2.1514
25319,1.7469
25320,2.0349
25321,0.4683
25322,0.6694
25323,0.7303
25324,0.4506
25325,0.6074
25326,0.6217
25327,0.3789
25328,1.871
25329,1.4442
25330,0.4237
25331,0.4037
25332,2.2528
25333,0.4808
25334,0.4504
25335,2.1519
25336,0.8009
25337,0.5323
25338,0.6997
25339,0.4141
25340,0.6849
25341,1.8595
25342,0.7211
25343,1.379
25344,0.3894
25345,0.6625
25346,1.6438
25347,0.7005
25348,2.4138
25349,0.6653
25350,1.8292
25351,1.6595
25352,0.3841
25353,0.4178
25354,1.8313
25355,0.4803
25356,0.4458
25357,0.5618
25358,0.3597
25359,2.2692
25360,0.529
25361,2.0288
25362,0.409
25363,1.3784
25364,0.5789
25365,0.452
25366,0.6372
25367,0.4798
25368,1.5673
25369,0.3643
25370,0.4285
25371,2.1455
25372,1.909
25373,1.7844
25374,0.6731
25375,0.8202
25376,2.3347
25377,2.1421
25378,1.4042
25379,0.6748
25380,0.7901
25381,0.568
25382,0.3514
25383,1.6098
25384,2.2172
25385,0.6307
25386,2.3
25387,2.0956
25388,0.5181
25389,0.9201
25390,1.6641
25391,1.5692
25392,1.0915
25393,0.4802
25394,0.5528
25395,0.3822
25396,0.674
25397,0.4073
25398,1.3769
25399,0.6617
25400,0.6421
25401,0.4628
25402,0.576
25403,1.7023
25404,0.4029
25405,0.4438
25406,0.558
25407,2.3016
25408,0.8264
25409,0.7938
25410,0.3456
25411,0.4585
25412,0.3731
25413,0.4329
25414,0.4659
25415,0.7355
25416,0.4463
25417,0.5806
25418,0.4389
25419,2.1985
25420,0.4772
25421,0.3964
25422,0.4734
25423,1.9124
25424,2.0925
25425,2.033
25426,2.0582
25427,0.3523
25428,0.3812
25429,0.4566
25430,1.2924
25431,0.4093
25432,0.4778
25433,2.3483
25434,0.3681
25435,1.7481
25436,0.5398
25437,0.8718
25438,0.3564
25439,0.6005
25440,0.4104
25441,0.6469
25442,0.5286
25443,0.5391
25444,0.6842
25445,0.4453
25446,1.4403
25447,1.7774
25448,0.4036
25449,2.0309
25450,0.7849
25451,1.8518
25452,0.6768
25453,0.7255
25454,0.6175
25455,2.2447
25456,0.4171
25457,0.5619
25458,0.4123
25459,0.428
25460,1.6412
25461,0.477
25462,1.8596
25463,1.8671
25464,0.5006
25465,0.4344
25466,2.0745
25467,0.5677
25468,2.1009
25469,0.3807
25470,2.2981
25471,0.4708
25472,2.1314
25473,0.5796
25474,0.3813
25475,1.4878
25476,0.4236
25477,1.5861
25478,1.4257
25479,0.4029
25480,0.738
25481,0.3877
25482,0.6577
25483,0.8225
25484,0.5864
25485,1.8007
25486,2.173
25487,0.587
25488,0.5885
25489,0.4545
25490,0.4811
25491,0.7043
25492,0.3484
25493,2.2254
25494,0.3811
25495,0.6633
25496,1.843
25497,1.5241
25498,0.4183
25499,0.3601
25500,2.2361
25501,2.0804
25502,2.183
25503,2.3907
25504,0.4091
25505,2.0116
25506,1.9761
25507,0.4439
25508,2.0684
25509,0.4744
25510,1.4261
25511,0.7735
25512,0.7517
25513,0.428
25514,0.3444
25515,0.4303
25516,0.4017
25517,0.627
25518,0.3418
25519,1.8887
25520,0.4155
25521,0.6922
25522,2.062
25523,2.2385
25524,0.3904
25525,0.5782
25526,0.6685
25527,1.9326
25528,0.6866
25529,0.3738
25530,0.691
25531,2.2132
25532,0.4594
25533,2.1132
25534,0.4247
25535,0.5058
25536,2.4074
25537,0.6809
25538,0.3641
25539,2.3928
25540,0.5926
25541,2.1631
25542,1.0755
25543,0.7293
25544,0.5983
25545,0.3416
25546,0.6785
25547,0.3345
25548,0.3963
25549,0.6228
25550,0.3998
25551,0.4103
25552,2.1032
25553,0.6783
25554,1.9913
25555,0.4717
25556,0.4777
25557,0.4239
25558,0.4927
25559,0.3777
25560,0.4939
25561,2.0293
25562,0.4947
25563,0.5789
25564,1.9336
25565,0.4695
25566,0.6914
25567,0.4255
25568,0.3486
25569,0.3848
25570,0.7722
25571,0.5756
25572,2.3835
25573,0.63
25574,0.527
25575,0.3863
25576,0.442
25577,1.3795
25578,0.5641
25579,2.2798
25580,0.6319
25581,0.7545
25582,0.7693
25583,0.6224
25584,0.462
25585,0.7526
25586,0.4157
25587,0.4579
25588,0.4992
25589,0.4629
25590,2.1836
25591,0.3642
25592,0.5324
25593,0.701
25594,2.3128
25595,0.4882
25596,1.8607
25597,0.4251
25598,0.6923
25599,2.1591
25600,0.7329
25601,0.4392
25602,0.4984
25603,1.021
25604,0.344
25605,0.601
25606,0.6252
25607,2.1596
25608,0.4584
25609,0.4505
25610,0.7009
25611,1.9778
25612,1.2197
25613,0.481
25614,2.1319
25615,0.3735
25616,1.6206
25617,0.8378
25618,2.0445
25619,0.5172
25620,0.4418
25621,0.3962
25622,0.4643
25623,1.7096
25624,0.4829
25625,0.4185
25626,1.5429
25627,0.3806
25628,0.3875
25629,0.6902
25630,2.0984
25631,0.5377
25632,2.0004
25633,1.7616
25634,0.4731
25635,0.3954
25636,0.7214
25637,0.3893
25638,0.3996
25639,0.4515
25640,0.4116
25641,0.6768
25642,0.383
25643,0.5295
25644,2.105
25645,1.9468
25646,0.4341
25647,0.3834
25648,0.7178
25649,0.5416
25650,0.4833
25651,0.6098
25652,0.8339
25653,1.8453
25654,0.6072
25655,1.6522
25656,0.4267
25657,2.3099
25658,0.3528
25659,2.236
25660,0.695
25661,0.4183
25662,0.4163
25663,0.6073
25664,1.7238
25665,2.1248
25666,1.4804
25667,2.0334
25668,0.428
25669,0.6739
25670,0.583
25671,0.5602
25672,0.5316
25673,0.6531
25674,1.4303
25675,0.727
25676,0.3897
25677,0.6558
25678,0.7454
25679,1.67
25680,0.4716
25681,0.3939
25682,0.6547
25683,0.4234
25684,0.3637
25685,0.4398
25686,0.6266
25687,0.7049
25688,0.6176
25689,0.5965
25690,0.3635
25691,1.4989
25692,0.4281
25693,0.6797
25694,0.6463
25695,0.4085
25696,0.4992
25697,0.5572
25698,0.6669
25699,0.6848
25700,1.8577
25701,0.4077
25702,2.1206
25703,1.5661
25704,0.6284
25705,1.6085
25706,2.1482
25707,1.2572
25708,0.4612
25709,0.4203
25710,0.6675
25711,0.4196
25712,2.0568
25713,0.5886
25714,0.4656
25715,0.3489
25716,0.3973
25717,1.2879
25718,2.3582
25719,0.7104
25720,1.9977
25721,1.7367
25722,2.1531
25723,0.7448
25724,0.3772
25725,2.1582
25726,0.549
25727,0.675
25728,0.4283
25729,0.5256
25730,1.7521
25731,0.465
25732,0.5677
25733,0.5023
25734,1.7392
25735,0.4193
25736,0.687
25737,0.4388
25738,0.6673
25739,1.9239
25740,0.5827
25741,0.5566
25742,2.0683
25743,0.7384
25744,1.6967
25745,0.5008
25746,0.4238
25747,0.3732
25748,0.3866
25749,0.5323
25750,0.4172
25751,0.5247
25752,0.5299
25753,0.4728
25754,0.4037
25755,2.2044
25756,1.9049
25757,2.339
25758,2.2577
25759,1.8448
25760,0.413
25761,0.6094
25762,1.8124
25763,0.5516
25764,0.5165
25765,0.5296
25766,1.9629
25767,1.713
25768,0.4278
25769,0.606
25770,1.6068
25771,0.6618
25772,0.3599
25773,0.4921
25774,0.6188
25775,0.4042
25776,2.0413
25777,0.6768
25778,2.3098
25779,1.9865
25780,1.6222
25781,0.6879
25782,0.8596
25783,0.3194
25784,0.7225
25785,0.3586
25786,0.4054
25787,1.7005
25788,0.6706
25789,2.0423
25790,0.7254
25791,1.9458
25792,0.5589
25793,0.5531
25794,0.465
25795,1.8635
25796,2.3059
25797,0.479
25798,0.4166
25799,0.4603
25800,2.1085
25801,0.4135
25802,2.2563
25803,2.0969
25804,0.6192
25805,0.7112
25806,0.5406
25807,0.7848
25808,0.4312
25809,0.8819
25810,0.6141
25811,1.6753
25812,0.4342
25813,1.4844
25814,0.4555
25815,2.0316
25816,0.3911
25817,2.3742
25818,0.6317
25819,0.4047
25820,0.6372
25821,1.1792
25822,2.0845
25823,2.0706
25824,2.0057
25825,0.3973
25826,2.2432
25827,0.6201
25828,1.9348
25829,0.3397
25830,1.658
25831,0.5471
25832,0.5916
25833,0.5111
25834,0.8135
25835,1.9498
25836,0.5838
25837,0.6749
25838,1.7111
25839,1.3335
25840,0.6527
25841,1.8528
25842,0.4332
25843,1.4356
25844,1.9404
25845,1.8987
25846,2.076
25847,1.8209
25848,1.3821
25849,0.77
25850,0.4576
25851,0.6535
25852,0.3907
25853,1.7899
25854,0.7165
25855,0.678
25856,0.733
25857,0.4402
25858,0.4138
25859,2.1229
25860,1.7726
25861,0.8326
25862,0.6111
25863,0.6307
25864,2.2779
25865,1.6245
25866,2.1739
25867,0.6677
25868,0.6497
25869,0.7324
25870,2.1454
25871,0.4705
25872,2.1267
25873,0.4245
25874,0.3952
25875,1.3292
25876,0.6804
25877,0.5236
25878,1.8647
25879,0.3789
25880,1.2023
25881,1.8484
25882,0.4618
25883,0.364
25884,2.1574
25885,0.6202
25886,0.5173
25887,0.706
25888,0.4257
25889,0.7804
25890,1.4181
25891,2.0712
25892,0.4471
25893,1.9999
25894,0.6342
25895,1.6111
25896,0.4565
25897,1.9372
25898,0.3546
25899,0.6752
25900,0.7002
25901,0.5506
25902,0.795
25903,2.2663
25904,0.4155
25905,2.0927
25906,1.9944
25907,0.4478
25908,0.6739
25909,0.7932
25910,0.4112
25911,1.27
25912,0.833
25913,1.9777
25914,0.4536
25915,2.1945
25916,0.5721
25917,0.7661
25918,1.978
25919,2.0649
25920,0.4009
25921,0.5335
25922,1.6056
25923,0.5718
25924,1.9715
25925,0.4438
25926,0.5089
25927,2.1353
25928,0.5853
25929,0.6115
25930,0.391
25931,0.4727
25932,2.3558
25933,1.9487
25934,0.4624
25935,0.6191
25936,0.3778
25937,0.6361
25938,0.6684
25939,2.2009
25940,0.5583
25941,0.4596
25942,2.0583
25943,0.3784
25944,0.6704
25945,0.4633
25946,2.1567
25947,2.1985
25948,2.1405
25949,0.6403
25950,0.6736
25951,0.4017
25952,0.4074
25953,0.4339
25954,0.6851
25955,1.6687
25956,0.5472
25957,0.8227
25958,0.7343
25959,2.1073
25960,1.927
25961,0.4092
25962,0.4964
25963,0.3978
25964,0.6416
25965,1.7703
25966,0.351
25967,1.558
25968,0.4768
25969,0.6522
25970,0.5258
25971,2.3315
25972,2.0352
25973,1.6916
25974,2.1249
25975,0.4598
25976,2.0934
25977,0.3583
25978,0.7471
25979,0.4811
25980,0.3938
25981,2.2794
25982,0.6959
25983,2.0597
25984,0.427
25985,0.5532
25986,0.7385
25987,0.7085
25988,0.4013
25989,0.407
25990,0.73
25991,0.6055
25992,1.5626
25993,0.5852
25994,0.4649
25995,2.1142
25996,0.405
25997,2.1681
25998,0.6546
25999,0.6737
26000,1.3986
26001,0.6775
26002,0.8396
26003,0.625
26004,0.4981
26005,2.184
26006,0.6582
26007,2.1836
26008,0.5629
26009,1.7133
26010,0.5401
26011,0.3533
26012,0.4178
26013,2.3719
26014,2.1041
26015,0.4146
26016,0.6463
26017,0.7729
26018,0.5148
26019,0.3427
26020,1.1393
26021,0.7022
26022,0.4294
26023,0.3282
26024,2.2758
26025,0.7066
26026,1.3399
26027,0.8183
26028,0.5591
26029,1.7028
26030,0.4066
26031,2.357
26032,0.4498
26033,0.4575
26034,0.838
26035,0.5352
26036,1.7714
26037,0.5875
26038,0.7063
26039,0.4643
26040,2.0015
26041,0.5608
26042,0.4326
26043,0.4683
26044,1.5661
26045,0.3567
26046,2.0973
26047,0.8505
26048,0.4557
26049,1.2634
26050,0.5229
26051,0.4271
26052,0.3924
26053,0.3574
26054,2.0672
26055,0.6697
26056,2.0468
26057,0.4789
26058,0.7512
26059,1.9987
26060,1.6562
26061,2.2243
26062,0.5108
26063,0.5341
26064,1.4727
26065,1.9417
26066,0.7194
26067,0.4228
26068,0.6526
26069,2.1979
26070,0.4537
26071,0.483
26072,0.6772
26073,0.3584
26074,0.5695
26075,0.4569
26076,0.368
26077,2.0286
26078,0.4617
26079,0.5207
26080,1.8038
26081,0.5931
26082,2.1558
26083,1.2474
26084,0.7248
26085,2.1569
26086,0.5754
26087,2.1374
26088,0.6333
26089,0.4418
26090,0.3715
26091,2.1911
26092,0.4898
26093,0.6165
26094,0.4277
26095,0.5683
26096,0.4146
26097,1.2073
26098,1.9207
26099,2.075
26100,0.5976
26101,0.7699
26102,2.0506
26103,2.1132
26104,0.419
26105,0.427
26106,1.9548
26107,1.152
26108,0.5356
26109,1.9927
26110,0.3874
26111,0.6217
26112,0.6982
26113,0.3886
26114,0.391
26115,2.2789
26116,2.153
26117,2.1447
26118,0.4013
26119,0.4259
26120,0.8261
26121,2.1626
26122,0.5991
26123,0.3958
26124,1.7774
26125,0.4429
26126,0.5832
26127,0.5296
26128,0.4487
26129,1.5236
26130,0.3795
26131,0.4581
26132,0.5698
26133,1.4916
26134,1.8327
26135,0.3684
26136,2.2066
26137,0.6536
26138,1.4111
26139,1.3275
26140,1.6177
26141,0.4565
26142,1.7363
26143,0.3642
26144,0.3504
26145,2.0584
26146,0.5676
26147,0.456
26148,2.0515
26149,0.5168
26150,0.3904
26151,0.4143
26152,0.75
26153,1.4009
26154,1.7477
26155,0.604
26156,0.5516
26157,0.6232
26158,0.6488
26159,0.4621
26160,0.3861
26161,1.8983
26162,1.8349
26163,0.6942
26164,0.513
26165,0.6124
26166,0.6755
26167,1.3251
26168,2.0876
26169,0.4053
26170,1.4829
26171,1.6433
26172,0.417
26173,2.0869
26174,0.4086
26175,1.793
26176,1.537
26177,2.1493
26178,2.0822
26179,0.5971
26180,0.4044
26181,0.4054
26182,2.0479
26183,0.4045
26184,2.1729
26185,0.3836
26186,0.4621
26187,0.605
26188,0.4115
26189,0.3752
26190,0.6095
26191,0.4666
26192,1.5342
26193,0.3842
26194,0.5679
26195,1.9415
26196,0.6192
26197,0.4233
26198,0.6734
26199,0.4211
26200,1.8513
26201,0.6535
26202,0.6433
26203,0.4851
26204,0.6074
26205,1.1918
26206,0.42
26207,2.1733
26208,0.6556
26209,0.4715
26210,0.6797
26211,0.3805
26212,0.4738
26213,1.3562
26214,0.6148
26215,0.7243
26216,1.9014
26217,0.4353
26218,0.6559
26219,1.8244
26220,2.0
26221,1.4833
26222,0.3702
26223,1.8197
26224,0.6413
26225,0.3963
26226,0.7699
26227,0.5978
26228,2.0437
26229,2.1913
26230,2.0959
26231,0.4745
26232,0.3664
26233,1.8845
26234,1.3264
26235,0.6579
26236,0.7584
26237,0.4313
26238,0.6901
26239,0.7182
26240,2.2829
26241,2.0487
26242,2.1729
26243,0.6471
26244,0.571
26245,0.7323
26246,0.4663
26247,0.6731
26248,0.516
26249,1.8559
26250,1.4517
26251,0.418
26252,0.3928
26253,0.5886
26254,2.0719
26255,0.4375
26256,0.3832
26257,0.5195
26258,0.3827
26259,0.4636
26260,1.4829
26261,0.6175
26262,0.8151
26263,0.735
26264,0.4192
26265,0.6121
26266,2.1294
26267,0.7809
26268,0.6385
26269,0.7704
26270,0.4452
26271,0.3582
26272,2.0666
26273,1.753
26274,0.4416
26275,0.4109
26276,2.1689
26277,0.569
26278,0.3832
26279,1.4502
26280,2.127
26281,2.1277
26282,0.5644
26283,0.6548
26284,1.5459
26285,1.5221
26286,0.4572
26287,2.0861
26288,0.3691
26289,0.4735
26290,2.4175
26291,1.8037
26292,1.8118
26293,0.4105
26294,0.3755
26295,0.4639
26296,1.1532
26297,0.8682
26298,0.4168
26299,0.3822
26300,0.5828
26301,0.539
26302,1.4989
26303,0.8091
26304,1.8932
26305,0.3901
26306,2.4101
26307,0.4232
26308,0.4095
26309,0.5681
26310,1.4597
26311,0.7934
26312,0.5205
26313,2.0799
26314,2.0761
26315,2.0819
26316,0.8359
26317,0.8382
26318,0.541
26319,0.5715
26320,0.4024
26321,0.5134
26322,0.652
26323,0.7324
26324,0.4484
26325,0.7447
26326,0.6366
26327,0.4506
26328,0.5568
26329,0.779
26330,0.4058
26331,0.6363
26332,1.778
26333,1.9665
26334,0.4845
26335,0.5697
26336,1.9397
26337,1.9076
26338,1.8123
26339,0.7916
26340,0.562
26341,0.824
26342,0.4551
26343,0.4673
26344,2.1242
26345,0.385
26346,2.1118
26347,2.0894
26348,1.0297
26349,1.2713
26350,2.1449
26351,0.6862
26352,0.4573
26353,0.4163
26354,0.6691
26355,1.8731
26356,1.9902
26357,0.416
26358,0.3947
26359,0.5063
26360,0.8386
26361,0.5337
26362,0.4339
26363,2.0102
26364,1.8356
26365,1.9966
26366,0.4669
26367,2.0215
26368,0.4154
26369,0.6161
26370,0.4508
26371,2.0345
26372,0.6267
26373,0.5052
26374,0.4977
26375,1.3582
26376,0.7291
26377,0.4648
26378,2.3349
26379,1.9069
26380,2.0024
26381,0.5293
26382,1.4298
26383,0.3842
26384,0.7617
26385,0.4635
26386,0.4681
26387,0.6998
26388,0.5278
26389,0.3871
26390,0.4338
26391,2.2698
26392,0.6089
26393,1.9917
26394,0.356
26395,0.3798
26396,0.6007
26397,1.7829
26398,0.499
26399,1.5868
26400,0.587
26401,1.3666
26402,1.9874
26403,2.1301
26404,0.443
26405,0.4404
26406,0.4339
26407,2.2793
26408,0.4414
26409,0.4025
26410,1.9817
26411,0.571
26412,0.3613
26413,0.6936
26414,0.394
26415,1.4013
26416,0.3918
26417,1.5735
26418,0.4163
26419,0.685
26420,1.9165
26421,0.5336
26422,0.6957
26423,0.5016
26424,0.3612
26425,2.248
26426,0.4331
26427,0.4417
26428,2.0899
26429,2.0252
26430,0.7
26431,1.8783
26432,0.3718
26433,0.552
26434,0.4405
26435,0.4312
26436,2.0781
26437,0.4136
26438,1.3075
26439,0.6169
26440,0.4421
26441,2.1229
26442,0.4411
26443,0.8474
26444,0.4885
26445,1.7914
26446,0.6001
26447,0.5268
26448,0.6523
26449,0.6394
26450,2.1585
26451,0.6319
26452,0.753
26453,0.4163
26454,1.6431
26455,2.2992
26456,2.2259
26457,2.1253
26458,0.895
26459,0.5854
26460,2.2161
26461,1.5004
26462,0.3765
26463,0.6186
26464,0.7069
26465,0.4039
26466,0.384
26467,1.9331
26468,0.6455
26469,0.6232
26470,1.5941
26471,0.3752
26472,0.6775
26473,0.4269
26474,0.6234
26475,1.8498
26476,1.5513
26477,1.8347
26478,0.7869
26479,0.4534
26480,1.9828
26481,0.3823
26482,0.4273
26483,0.4693
26484,0.4063
26485,2.2155
26486,0.5763
26487,0.6308
26488,1.2892
26489,2.1847
26490,0.3699
26491,0.6429
26492,0.7575
26493,0.5283
26494,1.1652
26495,1.8102
26496,0.4573
26497,0.6836
26498,0.5138
26499,0.5864
26500,0.551
26501,0.569
26502,0.6139
26503,2.1155
26504,2.0766
26505,0.5358
26506,0.4055
26507,1.4459
26508,0.3793
26509,0.7306
26510,1.9277
26511,1.7149
26512,0.3742
26513,0.4333
26514,0.3853
26515,2.0171
26516,2.113
26517,0.4511
26518,0.8534
26519,0.5848
26520,2.1604
26521,0.6075
26522,0.5991
26523,1.7832
26524,0.4459
26525,0.4322
26526,2.0663
26527,0.3567
26528,0.4209
26529,1.4033
26530,1.9475
26531,0.57
26532,0.6103
26533,0.3886
26534,0.4498
26535,0.627
26536,1.7588
26537,0.3984
26538,0.4556
26539,2.3112
26540,0.533
26541,0.9552
26542,0.4426
26543,1.9108
26544,0.5246
26545,0.5107
26546,0.4105
26547,2.3633
26548,2.2928
26549,0.53
26550,0.8026
26551,0.5711
26552,0.427
26553,0.3744
26554,0.5702
26555,0.415
26556,0.7989
26557,1.3376
26558,0.6841
26559,1.5607
26560,0.3644
26561,0.4567
26562,0.421
26563,2.3293
26564,1.8657
26565,0.3533
26566,2.1773
26567,0.869
26568,1.5222
26569,1.9275
26570,0.3555
26571,2.1738
26572,2.1476
26573,0.5718
26574,0.3228
26575,2.0333
26576,0.4425
26577,0.8783
26578,0.5862
26579,2.2203
