Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state,Cuisines,Average Cost
Flava House Restaurant,"Flava House Restaurant, 3279 Kirby Pkwy, Memphis, TN 38115",0x887f9ab6469b17b5:0x4699e0633bce6ff4,,35.0590495,-89.84425209999999,['American restaurant'],3.7,408,$$,"[['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '12–9PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Healthy options', 'Late-night food', 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Usually a wait']}",Memphis,Tennessee,American Cuisine,25
Korea House Restaurant,"Korea House Restaurant, 1835 Willow Pass Rd, Concord, CA 94520",0x808566d80c462c2d:0x65135b72c7a3b6c,"Humble but comfortable venue serves up generous portions of Korean classics, including bulgogi.",37.9749825,-122.0388097,"['Korean restaurant', 'Restaurant']",4.3,252,$$,"[['Wednesday', '11AM–3PM'], ['Thursday', '11AM–3PM'], ['Friday', '11AM–3PM'], ['Saturday', '11AM–8PM'], ['Sunday', '11AM–8PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–3PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Comfort food', 'Healthy options', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual'], 'Crowd': ['College students', 'Family-friendly', 'Groups'], 'Planning': ['Accepts reservations'], 'Payments': ['Credit cards']}",Concord,California,Eastern Asian Cuisine,49
China Taste Restaurant,"China Taste Restaurant, 630 E Ohio St, Pittsburgh, PA 15212",0x8834f3faa9070ad5:0xfbfe4ea2114fee5c,"Unassuming restaurant preparing familiar Chinese noodle dishes & stir-fries, with specials at lunch.",40.454112,-79.998119,['Chinese restaurant'],4.1,228,$,"[['Sunday', '12–10PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM']]","{'Service options': ['Delivery', 'Takeout'], 'Health & safety': ['Mask required'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Quick bite', 'Small plates'], 'Payments': ['Debit cards']}",Pittsburgh,Pennsylvania,Chinese Cuisine,28
Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, 504 W 2230 N, Provo, UT 84604",0x874d9a781ea56bbd:0xd5f7378ea30a333b,"Lively, family-friendly chain featuring Italian standards such as pastas & salads, with a full bar.",40.263589,-111.667271,"['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']",4.3,2372,$$,"[['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great cocktails', 'Great dessert'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic'], 'Crowd': ['College students', 'Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Usually a wait', 'Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards']}",Provo,Utah,Seafood & Organic Cuisine,44
Tequila Jack's Restaurant and Cantina,"Tequila Jack's Restaurant and Cantina, 407 Shoreline Village Dr, Long Beach, CA 90802",0x80dd3124f224974b:0x542431d2f71d8879,Refined dining rooms serving Mexican fare & cocktails with harbor views & a waterfront deck.,33.7610782,-118.1901401,"['Mexican restaurant', 'Bar']",4.4,2512,$$,"[['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM']]","{'Service options': ['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great cocktails'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Coffee', 'Comfort food', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations', 'Usually a wait']}",Long Beach,California,Latin American Cuisine,18
Sugar Creek Restaurant,"Sugar Creek Restaurant, 2226 NW 6th St, Gainesville, FL 32609",0x88e8a46e5a3945cf:0xa18747947f08055d,"Relaxed, old-school eatery serving a menu of breakfast, sandwiches & milkshakes.",29.6737464,-82.3312428,['Family restaurant'],4.0,766,$,"[['Monday', '7AM–2PM'], ['Tuesday', '7AM–2PM'], ['Wednesday', '7AM–2PM'], ['Thursday', '7AM–2PM'], ['Friday', '7AM–2PM'], ['Saturday', '7AM–2PM'], ['Sunday', '7AM–2PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee'], 'Popular for': ['Breakfast', 'Lunch', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite'], 'Dining options': ['Breakfast', 'Lunch', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Gainesville,Florida,European Cuisine,17
Gojo Ethiopian Cafe and Restaurant,"Gojo Ethiopian Cafe and Restaurant, 415 W Thompson Ln, Nashville, TN 37211",0x886465f353abe387:0x2b9b207938703940,Traditional Ethiopian cuisine eaten with enjira bread including vegetarian options & a hookah bar.,36.110835,-86.747117,"['Ethiopian restaurant', 'African restaurant', 'Vegetarian restaurant']",4.5,458,$,"[['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Highlights': ['Great coffee', 'Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Coffee', 'Comfort food', 'Halal food', 'Healthy options', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Nashville,Tennessee,Seafood & Organic Cuisine,24
New Hoa Dang Vegetarian Restaurant,"New Hoa Dang Vegetarian Restaurant, 3005 Silver Creek Rd STE 136, San Jose, CA 95121",0x808e33c41bef5877:0x66bab1b6652be38b,,37.3083898,-121.8137794,['Vegetarian restaurant'],4.6,47,,"[['Sunday', '10AM–9PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM'], ['Friday', '10AM–9:30PM'], ['Saturday', '9:30AM–9:30PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups'], 'Payments': ['NFC mobile payments']}",San Jose,California,Seafood & Organic Cuisine,19
Red Chili Chinese Restaurant - Syracuse,"Red Chili Chinese Restaurant - Syracuse, 2740 Erie Blvd E, Syracuse, NY 13224",0x89d9f32813f36eef:0x1a9b09cc604b4856,"Chill Chinese bar/eatery with hot pot tables & down-home Sichuan dishes, plus private karaoke rooms.",43.0541191,-76.0962143,"['Chinese restaurant', 'Chinese takeaway', 'Restaurant', 'Sichuan restaurant']",4.4,487,$$,"[['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11:30AM–9:30PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Comfort food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations', 'Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}",Syracuse,New York,Chinese Cuisine,32
Great Wall Restaurant,"Great Wall Restaurant, 1326 E Grandview Blvd, Erie, PA 16504",0x883281c2b21b3aa7:0x2767885368ba07ec,,42.1081029,-80.03255829999999,"['Chinese restaurant', 'Fast food restaurant']",4.1,78,$,"[['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '12:30–10PM']]","{'Service options': ['Takeout'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Quick bite'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual']}",Erie,Pennsylvania,American Cuisine,22
Roy's Restaurant,"Roy's Restaurant, 7760 W Sand Lake Rd, Orlando, FL 32819",0x88e77fa6d153bb3d:0x68b0d754e766c075,High-end chain serving notable chef Roy Yamaguchi's Hawaiian fusion fare in a contemporary setting.,28.4486239,-81.4889689,"['Restaurant', 'Fine dining restaurant', 'Seafood restaurant', 'Sushi restaurant']",4.2,494,$$$,"[['Sunday', '2:59–9PM'], ['Monday', '2:59–9PM'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '2:59–9PM'], ['Friday', '2:59–10PM'], ['Saturday', '2:59–10PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Highlights': ['Live music'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'All you can eat', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Halal food', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', ""Kids' menu"", 'Late-night food', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dinner', 'Dessert', 'Seating'], 'Amenities': ['High chairs', 'Restroom', 'Wi-Fi'], 'Crowd': ['Family-friendly'], 'Planning': ['Accepts reservations', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}",Orlando,Florida,Eastern Asian Cuisine,49
Tu Casa Mexican Restaurant,"Tu Casa Mexican Restaurant, 1220 Riverside Blvd #100, Norfolk, NE 68701",0x87903e47f04f7287:0x15ce3a8c41b51714,,42.0467286,-97.4159904,['Mexican restaurant'],4.5,205,,"[['Friday', '10:30AM–10PM'], ['Saturday', '10:30AM–10PM'], ['Sunday', '10:30AM–9PM'], ['Monday', '10:30AM–9PM'], ['Tuesday', '10:30AM–9PM'], ['Wednesday', '10:30AM–9PM'], ['Thursday', '10:30AM–9PM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Norfolk,Nebraska,Latin American Cuisine,13
Camp David Restaurant,"Camp David Restaurant, 600 I-30, Little Rock, AR 72202",0x87d2bb77c3549a0b:0x56538639810fa0a8,,34.7418219,-92.2637317,"['Restaurant', 'American restaurant']",3.8,46,,"[['Wednesday', '6:30–10AM'], ['Thursday', '6:30–10AM'], ['Friday', '6:30–10AM'], ['Saturday', '7–10AM'], ['Sunday', '7–10AM'], ['Monday', '6:30–10AM'], ['Tuesday', '6:30–10AM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great cocktails', 'Great coffee', 'Great dessert', 'Sports'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Hard liquor', ""Kids' menu"", 'Late-night food', 'Salad bar', 'Vegetarian options', 'Wine'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}",Little Rock,Arkansas,American Cuisine,45
Black Sheep Restaurant,"Black Sheep Restaurant, 1534 Oak St, Jacksonville, FL 32204",0x88e5b779ddb2545d:0x115f5203b4df808e,Casual eatery plating locally sourced Southern chow plus a full bar serving craft beers & cocktails.,30.312799,-81.680836,"['American restaurant', 'Bar', 'Brunch restaurant', 'Restaurant']",4.4,2200,$$,"[['Sunday', '10AM–9PM'], ['Monday', 'Closed'], ['Tuesday', '5–9PM'], ['Wednesday', '5–9PM'], ['Thursday', '5–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM']]","{'Service options': ['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Fireplace', 'Great cocktails', 'Great coffee', 'Great dessert', 'Rooftop seating'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Organic dishes', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic', 'Upscale'], 'Crowd': ['College students', 'Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations', 'LGBTQ friendly'], 'Payments': ['Credit cards']}",Jacksonville,Florida,European Cuisine,19
Amelia's Italian Restaurant,"Amelia's Italian Restaurant, Behind the Hippodrome, 235 S Main St Suite 107, Gainesville, FL 32601",0x88e8a38d15e79b3d:0x723312a1ccdc4adb,"Casual, enduring bistro with old-world flair offering homemade pasta & other classic Italian dishes.",29.6490592,-82.3241043,"['Italian restaurant', 'Restaurant']",4.6,354,$$,"[['Monday', 'Closed'], ['Tuesday', '5–8PM'], ['Wednesday', '5–8PM'], ['Thursday', '5–8PM'], ['Friday', '5–8PM'], ['Saturday', '5–8PM'], ['Sunday', '5–8PM']]","{'Service options': ['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Highlights': ['Great coffee', 'Great dessert'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Healthy options', 'Vegetarian options', 'Wine'], 'Dining options': ['Dinner', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations', 'LGBTQ friendly'], 'Payments': ['Credit cards']}",Gainesville,Florida,European Cuisine,31
Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, 100 Paddy Creek Cir, Rochester, NY 14615",0x89d6b15c2295c211:0xba225af6a925d92d,"Lively, family-friendly chain featuring Italian standards such as pastas & salads, with a full bar.",43.205473,-77.67251499999999,"['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']",4.3,2506,$$,"[['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great coffee', 'Great dessert'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Usually a wait', 'Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Rochester,New York,Seafood & Organic Cuisine,39
El Alazan Mexican Restaurant ll,"El Alazan Mexican Restaurant ll, 401 E Main St, Florence, CO 81226",0x871481aba8864d69:0x57b7a6c2fe08e7de,,38.3893742,-105.1127592,['Mexican restaurant'],4.3,95,,"[['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite', 'Small plates', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations']}",Florence,Colorado,Latin American Cuisine,10
Shiawase Japanese Restaurant (Online Order),"Shiawase Japanese Restaurant (Online Order), 3422 N Broadway, Chicago, IL 60657",0x880fd3a4e7832177:0x8f9d030f71cf6a46,"Sushi & creative rolls, rice bowls & other classic Japanese eats in simple digs with a BYOB policy.",41.9439019,-87.6453075,['Japanese restaurant'],4.4,88,$$,"[['Sunday', '11:30AM–10PM'], ['Monday', '4–10PM'], ['Tuesday', '4–10PM'], ['Wednesday', '4–10PM'], ['Thursday', '4–10PM'], ['Friday', '11:30AM–11PM'], ['Saturday', '11:30AM–11PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['High chairs'], 'Planning': ['Accepts reservations']}",Chicago,Illinois,Eastern Asian Cuisine,43
Al Seraj Mediterranean Restaurant & Market,"Al Seraj Mediterranean Restaurant & Market, 11400 N Rodney Parham Rd, Little Rock, AR 72212",0x87d2a14020049101:0x64b1a8811e0b8e7d,,34.772572,-92.399916,"['Mediterranean restaurant', 'Middle Eastern restaurant']",4.6,458,,"[['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', '10AM–8PM'], ['Monday', 'Closed'], ['Tuesday', '10AM–8PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Offerings': ['Comfort food', 'Halal food', 'Healthy options', 'Quick bite', 'Salad bar', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual'], 'Crowd': ['College students', 'Family-friendly', 'Groups'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Little Rock,Arkansas,African & Middle Eastern Cuisine,32
Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, 532 Jefferson Rd, Rochester, NY 14623",0x89d14b736ba0c237:0xe11305a834291c4c,"Lively, family-friendly chain featuring Italian standards such as pastas & salads, with a full bar.",43.0881077,-77.6323941,"['Italian restaurant', 'Caterer', 'Family restaurant', 'Gluten-free restaurant', 'Takeout Restaurant', 'Seafood restaurant', 'Soup restaurant', 'Wine bar']",4.2,2410,$$,"[['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great dessert'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards']}",Rochester,New York,Seafood & Organic Cuisine,34
