Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state
Molino Canyon Vista,"Molino Canyon Vista, General Hitchcock Hwy, Tucson, AZ 85749",0x86d641e580cebb07:0xf85a574dae36fedd,,32.326726,-110.700447,"['Vista point', 'Professional services', 'Tourist attraction']",4.8,218,,,{'Accessibility': ['Wheelchair accessible entrance']},Tucson,Arizona
DeGrazia Gallery in the Sun,"DeGrazia Gallery in the Sun, 6300 N Swan Rd, Tucson, AZ 85718",0x86d66d82c87c3795:0x19dc37ebdae3ef42,Art museum displaying Southwestern artist Ted DeGrazia's paintings on 10 acres of land.,32.321871,-110.891772,"['Art gallery', 'Museum', 'Tourist attraction']",4.7,543,,"[['Tuesday', '10AM??4PM'], ['Wednesday', '10AM??4PM'], ['Thursday', '10AM??4PM'], ['Friday', '10AM??4PM'], ['Saturday', '10AM??4PM'], ['Sunday', '10AM??4PM'], ['Monday', '10AM??4PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",Tucson,Arizona
Etherton Gallery,"Etherton Gallery, 135 S 6th Ave B, Tucson, AZ 85701",0x86d670e3d3808171:0xba0a1abda027c067,Museum commemorating 19th-century to modern-day photography in a historic building.,32.2206237,-110.9684067,"['Art gallery', 'Tourist attraction']",4.9,48,,"[['Thursday', '11AM??5PM'], ['Friday', '11AM??5PM'], ['Saturday', '11AM??5PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '11AM??5PM'], ['Wednesday', '11AM??5PM']]",{'Amenities': ['Restaurant']},Tucson,Arizona
Mission Garden,"Mission Garden, 946 W Mission Ln, Tucson, AZ 85745",0x86d670d0a298e587:0xf654556da41c9841,,32.2134891,-110.9870688,"['Historical place museum', 'Historical place', 'Tourist attraction']",4.6,108,,"[['Thursday', '8AM??12PM'], ['Friday', '8AM??12PM'], ['Saturday', '8AM??12PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '8AM??12PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",Tucson,Arizona
Tanque Verde Falls Trailhead,"Tanque Verde Falls Trailhead, 14911-14999 Redington Rd, Tucson, AZ 85748",0x86d642e002fb53f1:0x2400df2ec9fa0682,"From this parking area, a short, rocky hike leads to a canyon stream with natural water cascades.",32.2544182,-110.6647632,"['Hiking area', 'Tourist attraction']",4.8,388,,"[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tucson,Arizona
Airplane Boneyard,"Airplane Boneyard, 2720 S Craycroft Rd, Tucson, AZ 85707",0x86d66436e88b5e4b:0x155d7f46897a7e88,,32.172526,-110.8522345,"['Historical landmark', 'Tourist attraction']",4.4,314,,"[['Saturday', '9AM??5PM'], ['Sunday', '9AM??5PM'], ['Monday', '9AM??5PM'], ['Tuesday', '9AM??5PM'], ['Wednesday', '9AM??5PM'], ['Thursday', '9AM??5PM'], ['Friday', '9AM??5PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tucson,Arizona
Cathedral of Saint Augustine,"Cathedral of Saint Augustine, 192 S Stone Ave, Tucson, AZ 85701",0x86d670e11dc7373d:0x29d8f5d82ead88e5,,32.2192726,-110.9713745,"['Catholic cathedral', 'Cathedral', 'Church', 'Tourist attraction']",4.8,617,,,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Tucson,Arizona
Gordon Hirabayashi Recreation Area,"Gordon Hirabayashi Recreation Area, N Prison Camp Rd, Tucson, AZ 85749",0x86d66a7148ee201b:0xede3e4361abcbe02,,32.3379652,-110.7188291,['Tourist attraction'],4.7,126,,,{'Amenities': ['Good for kids']},Tucson,Arizona
Brandi Fenton Memorial Park,"Brandi Fenton Memorial Park, 3482 E River Rd, Tucson, AZ 85718",0x86d671f656b5a4b5:0x1821b59c9623a96,"This 57-acre preserve includes a splash pad, equestrian arena, sports fields, trails & playground.",32.271999,-110.917779,"['Park', 'Memorial park', 'Tourist attraction']",4.6,1517,,"[['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tucson,Arizona
Molino Basin Trail Head,"Molino Basin Trail Head, Arizona Trail, Tucson, AZ 85749",0x86d641c040ae5b07:0x3c335cb19365b7f9,,32.337798,-110.6903873,['Tourist attraction'],4.7,164,,,{'Amenities': ['Good for kids']},Tucson,Arizona
Kitt Peak National Observatory,"Kitt Peak National Observatory, Tucson, AZ 85634",0x86d671a99b76da93:0xa92aad5221dcf9de,Astronomy hub with nightly viewing programs & the world??s largest collection of research telescopes.,31.9598899,-111.5997477,"['Observatory', 'Planetarium', 'Tourist attraction']",4.4,144,,"[['Saturday', '9AM??4PM'], ['Sunday', '9AM??4PM'], ['Monday', '9AM??4PM'], ['Tuesday', '9AM??4PM'], ['Wednesday', '9AM??4PM'], ['Thursday', '9AM??4PM'], ['Friday', '9AM??4PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tucson,Arizona
Tucson Museum Of Art,"Tucson Museum Of Art, 140 N Main Ave, Tucson, AZ 85701",0x86d6712016f772d5:0x52a6359939e0f9fc,Series of galleries inside adobe homes with exhibits of pre-Columbian & Latin American folk art.,32.2232719,-110.974945,"['Museum', 'Art museum', 'Historical landmark', 'Tourist attraction']",4.6,649,,"[['Saturday', '10AM??5PM'], ['Sunday', '10AM??5PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '10AM??5PM'], ['Friday', '10AM??5PM']]","{'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids', 'Restaurant']}",Tucson,Arizona
Douglas Spring Trailhead,"Douglas Spring Trailhead, 14306 E Speedway Blvd, Tucson, AZ 85748",0x86d642c9bfd8629f:0xabe2bc9ff6c33654,,32.2353429,-110.6868542,"['Park', 'Hiking area', 'Tourist attraction']",4.8,194,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tucson,Arizona
Museum of Contemporary Art Tucson,"Museum of Contemporary Art Tucson, 265 S Church Ave, Tucson, AZ 85701",0x86d670e12a503bc9:0x1ff58abc8e76ecac,"Large space located in an old firehouse, with seasonally changing exhibitions in a variety of media.",32.2179873,-110.9719298,"['Art museum', 'Tourist attraction']",4.2,238,,"[['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', '12??7PM'], ['Saturday', '12??7PM'], ['Sunday', '12??4PM']]","{'Highlights': ['Live performances'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids', 'Restaurant'], 'Crowd': ['Family-friendly']}",Tucson,Arizona
Yume Japanese Gardens of Tucson,"Yume Japanese Gardens of Tucson, 2130 N Alvernon Way, Tucson, AZ 85712",0x86d671dbd4ba02d1:0xb965ecaec1011875,,32.2472808,-110.9094034,"['Botanical garden', 'Art gallery', 'Gift shop', 'Museum', 'Tourist attraction']",4.3,124,,"[['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '9:30AM??4:30PM'], ['Friday', '9:30AM??4:30PM'], ['Saturday', '9:30AM??4:30PM'], ['Sunday', '12??5PM']]","{'From the business': ['Identifies as women-led'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tucson,Arizona
Rose & Maurice Silverman Jewish History Museum,"Rose & Maurice Silverman Jewish History Museum, 564 S Stone Ave, Tucson, AZ 85701",0x86d670e6424e8aa5:0xddcc3b07e44b291c,"Jewish & Holocaust history, information, exhibits & programs in Arizona??s first synagogue.",32.214121,-110.97019,"['Museum', 'History museum', 'Tourist attraction', 'Wedding chapel']",4.6,88,,"[['Monday', '9AM??5PM'], ['Tuesday', '9AM??5PM'], ['Wednesday', '9AM??5PM'], ['Thursday', '9AM??5PM'], ['Friday', '9AM??3PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids', 'Restroom', 'Restaurant']}",Tucson,Arizona
Rose Dew Park,"Rose Dew Park, 317 S 167th Ave E, Tulsa, OK 74108",0x87b6f4ed90eda7ab:0x9115a11cb72b2f13,,36.155239,-95.7899065,"['Park', 'Tourist attraction']",3.9,118,,"[['Friday', '8AM??9PM'], ['Saturday', '8AM??9PM'], ['Sunday', '8AM??9PM'], ['Monday', '8AM??9PM'], ['Tuesday', '8AM??9PM'], ['Wednesday', '8AM??9PM'], ['Thursday', '8AM??9PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
B.C. Franklin Park,"B.C. Franklin Park, 1818 E Virgin St, Tulsa, OK 74110",0x87b6ec1441e69909:0xfff9791093d38663,,36.1835287,-95.9660485,"['Park', 'Tourist attraction']",4.4,178,,"[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Howard Park,"Howard Park, 2500-, 2740 Southwest Blvd, Tulsa, OK 74107",0x87b6eb39c7964ae9:0xd9f5842cba9e19df,,36.1248136,-96.0078314,"['Park', 'Tourist attraction']",4.0,57,,"[['Saturday', '7AM??11PM'], ['Sunday', '7??11AM'], ['Monday', '7AM??11PM'], ['Tuesday', '7AM??11PM'], ['Wednesday', '7AM??11PM'], ['Thursday', '7AM??11PM'], ['Friday', '7AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Manion Park,"Manion Park, 3003 E 56th St, Tulsa, OK 74105",0x87b6931cc41ddce1:0x2582e92d529ff71b,,36.0831988,-95.9453098,"['Park', 'Tourist attraction']",4.4,216,,"[['Saturday', '6AM??11PM'], ['Sunday', '6AM??11PM'], ['Monday', '6AM??11PM'], ['Tuesday', '6AM??11PM'], ['Wednesday', '6AM??11PM'], ['Thursday', '6AM??11PM'], ['Friday', '6AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Praying Hands,"Praying Hands, Tulsa, OK 74136",0x87b693b8cc686a4b:0x4b90c0e7f854ef01,,36.0520373,-95.956614,"['Monument', 'Tourist attraction']",4.6,184,,"[['Saturday', '10AM??10PM'], ['Sunday', '10AM??7PM'], ['Monday', '8AM??10PM'], ['Tuesday', '8AM??10PM'], ['Wednesday', '8AM??10PM'], ['Thursday', '8AM??10PM'], ['Friday', '8AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Meadow Gold District,"Meadow Gold District, 1324 E 11th St, Tulsa, OK 74120",0x87b6ec8524d26899:0xe13348c3ce33704e,,36.1477313,-95.9746788,"['Historical landmark', 'Tourist attraction']",4.6,68,,"[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Maxwell Park,"Maxwell Park, Tulsa, OK 74115",0x87b6ed96568bd939:0xbdf517597dcc95cd,,36.1746948,-95.917858,"['Park', 'Tourist attraction']",4.2,513,,"[['Sunday', '5AM??11PM'], ['Monday', '5AM??11PM'], ['Tuesday', '5AM??11PM'], ['Wednesday', '5AM??11PM'], ['Thursday', '5AM??11PM'], ['Friday', '5AM??11PM'], ['Saturday', '5AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
DECOPOLIS Tulsa Art Deco Museum,"DECOPOLIS Tulsa Art Deco Museum, 511 S Boston Ave, Tulsa, OK 74103",0x87b6eb7bff995ba7:0xf2d3a886106afa48,"Quaint museum in a historic building featuring art deco exhibits, a cafe & a 1920s-themed gift shop.",36.1509512,-95.9878785,"['Art museum', 'Tourist attraction']",4.6,104,,"[['Sunday', '12AM??6PM'], ['Monday', '10AM??6PM'], ['Tuesday', '10AM??6PM'], ['Wednesday', '10AM??6PM'], ['Thursday', '10AM??6PM'], ['Friday', '10AM??6PM'], ['Saturday', '10AM??6PM']]","{'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids', 'Restaurant']}",Tulsa,Oklahoma
Boeing Park,"Boeing Park, 9300 E 3rd St, Tulsa, OK 74112",0x87b6f2f3f882115f:0x444c6f0805207007,,36.1583679,-95.8730098,"['Park', 'Tourist attraction']",3.8,73,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Leake Park,"Leake Park, 7714 E 71st St, Tulsa, OK 74133",0x87b68d8d949e3a2d:0xd536db89b565104b,,36.0576247,-95.8898724,"['Park', 'Tourist attraction']",4.4,198,,"[['Friday', '5AM??11PM'], ['Saturday', '5AM??11PM'], ['Sunday', '5AM??11PM'], ['Monday', '5AM??11PM'], ['Tuesday', '5AM??11PM'], ['Wednesday', '5AM??11PM'], ['Thursday', '5AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Chamberlain Park,"Chamberlain Park, 4940 N Frankfort Ave, Tulsa, OK 74126",0x87b6e936c1184bd1:0xbfd8dd6283a025b3,,36.2261989,-95.9901981,"['Park', 'Tourist attraction']",4.0,275,,"[['Friday', '8AM??5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM??5PM'], ['Tuesday', '8AM??5PM'], ['Wednesday', '8AM??5PM'], ['Thursday', '8AM??5PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Route 66 Tulsa Admiral Landmark,"Route 66 Tulsa Admiral Landmark, Tulsa, OK 74116",0x87b6f35e99fadfff:0x529526d0c3fff8f4,,36.1606198,-95.8687005,['Tourist attraction'],4.4,18,,"[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Vintage Sewing Machine Museum,"Vintage Sewing Machine Museum, 5528 S Peoria Ave, Tulsa, OK 74105",0x87b6ed228baaaaab:0x9016b72eb64a1d9d,,36.0836229,-95.9761176,"['Museum', 'Tourist attraction']",4.7,48,,"[['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '12??6PM'], ['Wednesday', '12??6PM'], ['Thursday', '12??6PM'], ['Friday', '12??6PM'], ['Saturday', '12??6PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restaurant']}",Tulsa,Oklahoma
Plaza Tract Park,"Plaza Tract Park, 1404 S 145th E Ave, Tulsa, OK 74108",0x87b6f36037311b69:0xa65093b0bcefa10,,36.1420634,-95.8161309,"['City park', 'Tourist attraction']",4.1,38,,"[['Monday', '5AM??9PM'], ['Tuesday', '5AM??9PM'], ['Wednesday', '5AM??9PM'], ['Thursday', '5AM??9PM'], ['Friday', '5AM??9PM'], ['Saturday', '5AM??9PM'], ['Sunday', '5AM??9PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Holy Family Cathedral,"Holy Family Cathedral, 820 S Boulder Ave, Tulsa, OK 74119",0x87b6eb7b112c7a45:0xc32790d2abe805cc,,36.1477158,-95.9901867,"['Catholic cathedral', 'Catholic church', 'Church', 'Tourist attraction']",4.8,238,,"[['Monday', '11:30AM??1PM'], ['Tuesday', '7??7:30AM'], ['Wednesday', '7??7:30AM'], ['Thursday', '7??7:30AM'], ['Friday', '7??7:30AM'], ['Saturday', '8??8:30AM'], ['Sunday', '7:30AM??1:30PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Tulsa,Oklahoma
Maple Park,"Maple Park, S Madison Ave, Tulsa, OK 74120",0x87b6ec9e36da2989:0x2d8354ef6b9acd02,,36.1393971,-95.9821843,"['Park', 'Tourist attraction']",4.4,118,,"[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Challenger 7 Park,"Challenger 7 Park, 3909 W 41st St, Tulsa, OK 74107",0x87b69531e378b195:0xa880c4208c1f569e,,36.1050154,-96.036466,"['Park', 'Tourist attraction']",4.3,108,,,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
The Cave House - Linda Collier,"The Cave House - Linda Collier, 1623 Charles Page Blvd, Tulsa, OK 74127",0x87b6eb0c7ee4974f:0x1c42f0d89d48dd7a,,36.1517261,-96.0112601,"['Tourist attraction', 'Museum']",4.5,68,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Sequoyah Park,"Sequoyah Park, 3540 E Newton Pl, Tulsa, OK 74115",0x87b6edb2318fcead:0x1acf48db33100f24,,36.1727217,-95.9364626,"['Park', 'Tourist attraction']",4.0,108,,"[['Monday', '5AM??10PM'], ['Tuesday', '5AM??10PM'], ['Wednesday', '5AM??10PM'], ['Thursday', '5AM??10PM'], ['Friday', '5AM??10PM'], ['Saturday', '5AM??10PM'], ['Sunday', '5AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
The Sherwin Miller Museum of Jewish Art,"The Sherwin Miller Museum of Jewish Art, 2021 E 71st St, Tulsa, OK 74136",0x87b69398429d4775:0x958d80026636e3f2,Museum with a gallery on art & artifacts related to Jewish history plus a Holocaust exhibit.,36.0620308,-95.9635391,"['Museum', 'Art museum', 'Tourist attraction']",4.7,115,,"[['Monday', '10AM??5PM'], ['Tuesday', '10AM??5PM'], ['Wednesday', '10AM??5PM'], ['Thursday', '10AM??5PM'], ['Friday', '10AM??5PM'], ['Saturday', '12??5PM'], ['Sunday', '1??5PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids', 'Restaurant']}",Tulsa,Oklahoma
Woodward Park,"Woodward Park, 2435 S Peoria Ave, Tulsa, OK 74114, United States",0x87b6eca34467c1af:0xb3e477a3724a3705,"45 acres of horticultural gardens (rock, herb, rose & azalea), a Victorian conservatory & arboretum.",36.1319247,-95.9736606,"['Park', 'Tourist attraction']",4.7,1698,,"[['Saturday', '5AM??11PM'], ['Sunday', '5AM??11PM'], ['Monday', '5AM??11PM'], ['Tuesday', '5AM??11PM'], ['Wednesday', '5AM??11PM'], ['Thursday', '5AM??11PM'], ['Friday', '5AM??11PM']]","{'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Philbrook Museum of Art,"Philbrook Museum of Art, 2727 S Rockford Rd, Tulsa, OK 74114, United States",0x87b6ecb05f2f5bd1:0x120e5884d709b012,Global collection of fine & decorative art in an ornate Italian Renaissance-style mansion & gardens.,36.1238549,-95.9700944,"['Museum', 'Art museum', 'Garden', 'Tourist attraction']",4.8,2102,,"[['Thursday', '9AM??5PM'], ['Friday', '9AM??9PM'], ['Saturday', '9AM??5PM'], ['Sunday', '9AM??5PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '9AM??5PM']]","{'Highlights': ['Live performances'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible lift', 'Wheelchair-accessible toilet'], 'Amenities': ['Gender-neutral toilets', 'Good for kids', 'Restaurant', 'Wi-Fi'], 'Crowd': ['Family friendly']}",Tulsa,Oklahoma
Linnaeus Teaching Garden at Woodward Park,"Linnaeus Teaching Garden at Woodward Park, 2435 S Peoria Ave, Tulsa, OK 74114",0x87b6ecbb4f498a99:0xa5f826174bfb39af,Public garden with a staff of volunteers offering advice & guidance for home gardeners.,36.129588,-95.971861,"['Garden', 'Botanical garden', 'Educational institution', 'Greenhouse', 'Tourist attraction']",4.9,68,,"[['Wednesday', '9AM??4PM'], ['Thursday', '9AM??4PM'], ['Friday', '9AM??4PM'], ['Saturday', '9AM??4PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '9AM??4PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Vickery Phillips 66 Station,"Vickery Phillips 66 Station, 602 S Elgin Ave, Tulsa, OK 74120",0x87b6eb7e7421451f:0x1116154d7abf1378,,36.1519859,-95.9848924,"['Historical landmark', 'Tourist attraction']",3.3,8,,"[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Tulsa Fire Museum,"Tulsa Fire Museum, 1010 E 8th St, Tulsa, OK 74120",0x87b6ec83bc434de1:0xe11b42a080a705a1,,36.1498895,-95.9791788,"['Museum', 'Tourist attraction']",4.9,8,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",Tulsa,Oklahoma
Pedestrian Bridge,"Pedestrian Bridge, 1018 W 23rd St, Tulsa, OK 74107",0x87b6eb3f582492f9:0xe1346aec12bd4241,,36.12983,-96.0045199,"['Historical landmark', 'Tourist attraction']",4.5,8,,"[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Langenheim Park,"Langenheim Park, 4701 S Harvard Ave, Tulsa, OK 74135, United States",0x87b692dfe3c66737:0xe401d96e865008b4,,36.094687,-95.9397026,"['Park', 'Tourist attraction']",4.2,128,,"[['Wednesday', '7AM??8PM'], ['Thursday', '7AM??8PM'], ['Friday', '7AM??8PM'], ['Saturday', '7AM??8PM'], ['Sunday', '7AM??8PM'], ['Monday', '7AM??8PM'], ['Tuesday', '7AM??8PM']]","{'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Newblock Park,"Newblock Park, 1760 Newblock Park Dr, Tulsa, OK 74127",0x87b6eb08d90dd079:0x1e523d11982093e6,,36.151374,-96.0126775,"['Park', 'Tourist attraction']",4.0,58,,"[['Sunday', '5AM??11PM'], ['Monday', '5AM??11PM'], ['Tuesday', '5AM??11PM'], ['Wednesday', '5AM??11PM'], ['Thursday', '5AM??11PM'], ['Friday', '5AM??11PM'], ['Saturday', '5AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Whispering Vines Vineyard,"Whispering Vines Vineyard, 7374 W 51st St, Tulsa, OK 74107",0x87b6bfe77d594ff7:0x27c98513d99320,,36.0881946,-96.0752606,"['Winery', 'Tourist attraction']",3.9,32,,"[['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '11AM??6PM'], ['Wednesday', '11AM??6PM'], ['Thursday', '11AM??6PM'], ['Friday', '11AM??6PM'], ['Saturday', '11AM??6PM']]",,Tulsa,Oklahoma
Greenwood Chamber of Commerce,"Greenwood Chamber of Commerce, 131 N Greenwood Ave 3rd Floor, Tulsa, OK 74120",0x87b6eb803490d7e3:0xd30cadd866073e6f,,36.1600933,-95.9859737,"['Historical landmark', 'Tourist attraction']",4.6,8,,"[['Sunday', 'Closed'], ['Monday', '12??5PM'], ['Tuesday', 'Closed'], ['Wednesday', '4:30??7:30PM'], ['Thursday', '4:30??7:30PM'], ['Friday', '12??6PM'], ['Saturday', '1:30??7PM']]","{'From the business': ['Identifies as women-led'], 'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
Hunter Park,"Hunter Park, 5804 E 91st St, Tulsa, OK 74137",0x87b691f7a4ea3cc3:0xbb6de08ce6a2ffa0,"Large space featuring a dog park & small pond, plus trails for walking & biking.",36.0298785,-95.9117817,"['Park', 'Tourist attraction']",4.7,1074,,"[['Saturday', '5AM??11PM'], ['Sunday', '5AM??11PM'], ['Monday', '5AM??11PM'], ['Tuesday', '5AM??11PM'], ['Wednesday', '5AM??11PM'], ['Thursday', '5AM??11PM'], ['Friday', '5AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
LaFortune Park,"LaFortune Park, 5202 S Hudson Ave, Tulsa, OK 74135",0x87b692f37c419f87:0xe0216e9c0d7ddc33,"Large city park with ample facilities including sports fields & courts, a pool, playgrounds & golf.",36.0830954,-95.9178327,"['Park', 'Baseball field', 'Community center', 'Fishing pond', 'Golf course', 'Playground', 'Restaurant', 'Tennis court', 'Tourist attraction']",4.6,2318,,"[['Saturday', '5AM??11PM'], ['Sunday', '5AM??11PM'], ['Monday', '5AM??11PM'], ['Tuesday', '5AM??11PM'], ['Wednesday', '5AM??11PM'], ['Thursday', '5AM??11PM'], ['Friday', '5AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Tulsa,Oklahoma
